Contract_One year,Contract_Two year,tenure,MonthlyCharges,Churn
1,0,1.6125732136881425,1.3080710071140806,0
1,0,-0.01718523736426863,-1.1517218022342968,0
1,0,0.4309983366751445,0.9823146620922681,0
0,1,1.6125732136881425,-1.509056568457203,0
0,0,0.9199258719908678,1.0620917261792426,1
1,0,0.797693988161937,-0.2276374765601766,0
0,0,0.4309983366751445,0.8925654649944222,0
0,0,0.18653456901728277,0.3889727479453962,1
0,1,1.2866215234776603,-0.33899296184824507,0
0,0,-1.1987601143772668,0.8327326669291911,0
0,1,0.1457906077409725,-1.1218054032016815,0
0,0,-0.9135523854430948,1.178433277972747,1
0,1,0.3495104141225239,-1.4675060142452372,0
0,0,-0.22090504374582004,0.6781646052606785,0
1,0,0.9606698332671781,1.1634750784564392,0
0,0,-1.076528230548336,-1.4658439920767583,0
0,0,-1.1987601143772668,0.3191678168692938,1
0,0,-1.0357842692720256,-0.46863069098957844,0
0,0,-1.1580161531009565,-1.4608579255713225,0
0,1,0.02355872391204165,0.802816267896576,0
0,0,-0.22090504374582004,0.44049543516823375,1
0,1,1.6125732136881425,-1.3711087284734764,0
0,0,-1.2802480369298874,-1.4974224132778524,0
1,0,1.5718292524118322,-0.2774981416145356,0
0,0,-0.791320501614164,0.703094937787858,0
0,0,-0.3023929662984406,-0.20603118836995443,1
0,1,1.4088534073065913,-0.47361675749501453,0
0,0,-1.2802480369298874,-0.9755474523755615,1
0,0,-1.2395040756535771,-0.6797075063863649,1
0,1,0.4309983366751445,-1.2996417752288951,0
0,0,-0.38388088885106114,0.3391120828910372,0
0,1,1.2866215234776603,-1.4824642137615447,0
0,1,1.0014137945434884,-1.5024084797832884,0
0,0,-1.2802480369298874,0.18786806555948168,1
0,1,1.6125732136881425,0.7728998688639604,0
0,0,-0.9950403079957154,0.21113637591818266,1
0,1,1.1643896396487294,1.205025632668405,0
1,0,1.2866215234776603,0.6482482062280629,0
0,1,1.5718292524118322,-1.3578125511256471,0
0,1,1.3273654847539706,1.1385447459292597,0
1,0,-1.1987601143772668,-1.5024084797832884,0
0,0,-1.2802480369298874,-0.6364949300059205,1
1,0,-0.09867315991688919,-0.009912572489475751,0
0,0,-0.7098325790615434,0.15628964435838757,0
0,0,-0.9950403079957154,0.12471122315729345,0
0,0,-1.0357842692720256,1.0039209502824906,1
1,0,1.5310852911355222,1.4410327805923713,0
0,1,1.2051336009250397,0.7080810042932936,0
0,0,-1.076528230548336,-1.499084435446331,0
0,0,-0.7505765403378537,0.5352306987715161,0
0,0,-0.42462485012737144,0.6432621397226272,0
1,0,-0.42462485012737144,-1.4841262359300234,0
0,1,-0.6690886177852331,-0.018222683331868918,0
0,1,-0.9135523854430948,-1.2996417752288951,0
0,0,-0.791320501614164,-0.2924563411308434,0
0,0,-0.506112772679992,0.5850913638258751,1
0,0,-1.2395040756535771,0.1629377330323022,0
0,1,0.8384379494382472,0.30254759518450747,0
1,0,-0.8728084241667845,-1.4691680364137156,0
0,1,1.4903413298592119,-1.4924363467724167,0
0,0,-1.1580161531009565,0.2028262650757895,1
0,1,1.6125732136881425,0.8061403122335331,0
0,0,1.0421577558197987,-0.648129085185271,1
0,0,-0.6690886177852331,-1.4758161250876303,0
1,0,0.4309983366751445,0.6465861840595843,0
0,0,-1.2395040756535771,1.3163811179564737,1
0,1,-0.7505765403378537,0.5701331643095673,0
1,0,0.8384379494382472,0.9989348837770544,1
1,0,-0.01718523736426863,-1.4708300585821945,0
0,0,0.06430268518835193,-1.3328822185984677,0
0,0,-0.7098325790615434,0.32082983903777235,1
0,0,-1.0357842692720256,0.38731072577691766,1
0,0,-0.7098325790615434,1.3479595391575674,0
1,0,1.1643896396487294,-1.4708300585821945,0
0,0,-1.2802480369298874,-1.1583698909082112,1
0,0,-1.2802480369298874,-0.648129085185271,0
0,0,-0.9950403079957154,0.6548962949019775,1
1,0,0.02355872391204165,0.33080197204864403,0
0,0,-0.791320501614164,0.48038396721172105,1
0,0,-1.2802480369298874,-1.3295581742615106,1
0,0,-0.506112772679992,-0.4320662032830487,0
0,0,-1.1987601143772668,-1.1434116913919037,0
1,0,-0.791320501614164,-1.5007464576148097,0
0,0,0.3087664528462136,-0.27251207510909975,0
1,0,0.4309983366751445,0.23606670844536215,0
0,0,-1.076528230548336,0.8709591768041999,1
0,1,1.4903413298592119,-1.4974224132778524,0
0,1,1.6125732136881425,1.4925554678152089,0
0,1,1.082901717096109,-1.5123806127941604,0
0,0,-0.506112772679992,1.055443637505328,0
0,1,-0.3431369275747509,-1.3528264846202114,0
0,0,1.082901717096109,1.5474021993750033,0
0,1,1.6125732136881425,1.577318598407619,0
0,0,-1.2802480369298874,-1.4641819699082799,0
1,0,-0.22090504374582004,1.233280009532542,0
0,0,-0.7505765403378537,0.5069763219073791,0
0,1,1.5718292524118322,1.354607627831482,0
0,0,-0.791320501614164,0.44880554601062694,0
0,0,0.4717422979514547,0.13468335616816515,0
1,0,0.02355872391204165,0.503652277570422,0
0,1,1.6125732136881425,-0.3107385849841083,0
0,0,-1.2802480369298874,0.5019902554019434,1
0,0,-0.5468567339563023,1.3895100933695332,1
1,0,1.2866215234776603,1.251562253385807,0
0,0,-1.2395040756535771,-0.62486077482657,1
0,0,-1.2802480369298874,-1.3145999747452028,0
0,1,1.1643896396487294,-1.4974224132778524,0
1,0,-0.13941712119319946,-1.4891123024354593,0
0,0,-0.38388088885106114,0.7313493146519946,0
0,0,1.0014137945434884,-0.20104512186451856,0
0,1,1.6125732136881425,-0.6497911073537496,0
0,1,1.368109446030281,-0.27251207510909975,0
0,1,1.3273654847539706,0.6449241618911058,0
0,0,-0.9950403079957154,0.5053142997389005,0
0,0,-1.1580161531009565,0.17789593254861,1
0,1,1.5718292524118322,-1.3312201964299892,0
1,0,-1.2802480369298874,-1.4824642137615447,0
0,0,-1.1580161531009565,-0.49023697917980086,1
1,0,-0.8320644628904743,-1.5107185906256815,0
1,0,-0.3431369275747509,-0.47195473532653576,0
1,0,-0.05792919864057891,0.5435408096139093,0
0,0,-1.2802480369298874,-0.3190486958265014,1
0,0,-0.09867315991688919,0.8343946890976701,0
0,1,0.5939741817803856,0.6814886495976356,0
0,1,0.8791819107145575,1.436046714086935,0
0,0,0.7162060656093164,0.9540602852281315,0
0,0,-1.2802480369298874,0.6582203392389346,1
0,1,1.6125732136881425,-1.4808021915930663,0
0,0,-0.13941712119319946,-1.3179240190821602,0
0,0,-1.2395040756535771,-0.3456410505221597,1
0,1,-0.9135523854430948,-1.1700040460875616,0
0,0,-0.5876006952326126,0.277617262657328,0
0,0,-0.8728084241667845,1.0039209502824906,1
0,1,-0.6690886177852331,-1.4974224132778524,0
0,1,1.6125732136881425,0.72470122597808,0
0,1,1.6125732136881425,1.4759352461304225,0
1,0,0.3495104141225239,0.32913994988016554,0
0,0,1.3273654847539706,0.9839766842607471,0
0,0,-0.791320501614164,-0.3323448731743307,0
0,0,-1.1580161531009565,0.35074623807038746,0
1,0,0.3495104141225239,0.0067076491953105815,0
0,0,-0.7098325790615434,0.3191678168692938,1
0,0,-1.2802480369298874,-0.5400976442341598,1
1,0,0.3902543753988342,1.1368827237607813,0
1,0,0.7569500268856267,0.9540602852281315,0
0,0,-1.2395040756535771,0.18620604339100316,1
0,0,-1.2802480369298874,-0.8176553463700914,1
1,0,-0.01718523736426863,0.6283039402063195,0
0,0,-0.9135523854430948,-1.494098368940895,0
0,1,1.4088534073065913,-0.17445276716886055,0
0,1,1.1643896396487294,1.672053862010901,0
1,0,0.7162060656093164,1.6471235294837214,0
0,0,-1.2395040756535771,-0.6713973955439717,1
0,0,-0.13941712119319946,-0.6581012181961428,0
0,0,-1.1987601143772668,-0.7860769251689975,1
0,0,-0.791320501614164,1.3994822263804054,1
0,0,1.0014137945434884,0.8327326669291911,0
0,1,-0.05792919864057891,-0.4968850678537152,0
1,0,0.512486259227765,1.6122210639456702,0
0,1,1.1643896396487294,0.7745618910324389,0
0,1,0.7162060656093164,-1.3262341299245533,0
0,0,-0.5468567339563023,1.3363253839782172,0
0,1,1.082901717096109,-1.5107185906256815,1
0,1,1.5718292524118322,-1.3478404181147754,0
0,0,-0.6690886177852331,0.9856387064292257,1
0,1,1.0014137945434884,-0.1678046784949459,0
0,0,-1.2802480369298874,-1.3295581742615106,1
0,0,-0.506112772679992,1.404468292885841,0
0,0,-1.2802480369298874,0.1928541320649173,1
0,0,-1.1172721918246462,0.6848126939345931,1
0,0,0.797693988161937,1.3379874061466956,1
0,0,-0.46536881140368175,0.005045627026832042,0
0,0,-0.7505765403378537,-0.32569678450041606,0
0,0,-1.1172721918246462,-0.47361675749501453,0
0,0,-1.076528230548336,-0.3207107179949802,0
0,0,-0.9135523854430948,-0.4520104693047921,0
0,0,-1.2802480369298874,-1.3096139082397669,0
0,0,1.4495973685829016,-0.34397902835368094,0
0,0,-0.5876006952326126,1.0089070167879266,1
1,0,-0.42462485012737144,0.3723525262606099,0
0,0,-0.506112772679992,-0.6797075063863649,0
0,0,-1.2802480369298874,0.1729098660431739,1
0,0,-0.9950403079957154,0.3224918612062509,1
0,0,-0.9135523854430948,-0.6630872847015785,1
0,0,-0.3431369275747509,0.375676570597567,1
1,0,0.10504664646466222,-0.11960603560906545,0
1,0,-0.38388088885106114,0.7313493146519946,0
0,0,-1.076528230548336,0.8161124452444047,0
0,0,-0.8320644628904743,-1.499084435446331,0
0,0,-1.2802480369298874,-1.4808021915930663,0
0,1,1.5718292524118322,0.37401454842908843,0
0,0,0.10504664646466222,1.196715521826012,0
0,0,0.3087664528462136,0.32415388337472945,0
0,0,-1.2802480369298874,0.2925754621736353,1
1,0,-0.38388088885106114,0.003383604858353504,0
0,0,-1.1580161531009565,1.0188791497987983,1
0,0,-1.1580161531009565,0.8510149107824564,0
0,1,1.4495973685829016,-0.14952243464168102,0
0,0,0.22727853029359305,0.5668091199726097,0
0,1,0.797693988161937,-1.3295581742615106,0
0,0,-0.01718523736426863,0.3357880385540801,1
0,1,-0.13941712119319946,0.3573943267443021,0
0,0,0.22727853029359305,1.2083496770053626,0
1,0,0.6347181430566958,0.4637637455269347,0
0,0,-1.2802480369298874,-1.5140426349626388,0
0,0,-0.42462485012737144,0.8061403122335331,0
0,1,0.4309983366751445,1.6703918398424222,0
0,0,-1.1172721918246462,0.15130357785295148,0
0,0,-1.1172721918246462,0.525258565760644,1
1,0,0.7569500268856267,1.504189622994559,0
0,1,1.5718292524118322,-1.4924363467724167,0
1,0,0.22727853029359305,0.5152864327497723,1
0,0,-0.3431369275747509,0.9424261300487813,1
0,0,0.10504664646466222,0.8875793984889861,0
1,0,0.8791819107145575,0.5867533859943537,1
0,1,1.6125732136881425,-0.15949456765255274,0
0,0,-1.2802480369298874,-0.6647493068700573,0
1,0,-0.9542963467194051,-0.5384356220656811,0
0,1,1.4903413298592119,-0.1578325454840742,0
0,0,0.797693988161937,1.2598723642282001,0
0,0,-0.8728084241667845,0.6017115855106615,0
0,0,-1.2395040756535771,0.18454402122252414,1
0,0,-0.18016108246950976,-0.960589252859254,0
0,0,-0.6283446565089229,0.5934014746682683,0
0,1,0.10504664646466222,-1.494098368940895,0
1,0,-0.9950403079957154,-1.5157046571311175,0
1,0,0.5532302205040753,1.0005969059455335,0
0,0,-1.0357842692720256,0.3008855730160285,1
0,0,-1.2395040756535771,0.525258565760644,1
1,0,1.4495973685829016,0.36570443758669524,1
0,1,0.4309983366751445,1.323029206630388,1
0,1,1.4495973685829016,0.776223913200918,0
0,0,0.1457906077409725,0.9972728616085759,0
0,0,1.24587756220135,1.2831406745869012,1
0,0,-0.01718523736426863,-0.3373309396797665,0
0,1,1.5718292524118322,0.6964468491139434,0
0,0,1.368109446030281,0.08814673545076371,0
1,0,1.24587756220135,-1.472492080750673,0
1,0,0.3495104141225239,-1.4808021915930663,0
0,0,-1.2802480369298874,0.24271479711927632,0
0,0,-1.2395040756535771,0.8510149107824564,1
0,1,1.5310852911355222,-1.5073945462887242,0
0,0,-0.38388088885106114,-0.6597632403646212,0
1,0,1.2866215234776603,1.070401837021636,0
0,1,0.18653456901728277,-0.06642132621774938,0
1,0,-0.6283446565089229,-0.6713973955439717,0
0,0,-1.0357842692720256,0.8094643565704907,0
0,0,-1.1580161531009565,0.6648684279128493,1
0,0,-0.46536881140368175,-0.761146592641818,1
0,0,-0.9135523854430948,0.5136244105812937,1
0,0,-0.6690886177852331,-0.3556131835330314,0
0,1,1.2866215234776603,1.3446354948206103,0
0,0,-0.22090504374582004,-1.1317775362125533,1
1,0,0.3902543753988342,1.0737258813585928,0
0,0,-1.1172721918246462,-1.4824642137615447,0
0,1,0.3495104141225239,1.1302346350868666,0
1,0,1.0421577558197987,-0.48192686833740767,0
0,1,0.5939741817803856,-1.4708300585821945,0
0,0,-0.5876006952326126,0.3690284819236528,0
0,0,-1.1172721918246462,1.0537816153368496,1
0,0,-0.38388088885106114,-0.1611565898210313,0
0,0,-1.2802480369298874,-1.5173666792995961,0
1,0,1.5718292524118322,1.1252485685814309,0
0,1,1.6125732136881425,1.5889527535869692,0
1,0,0.02355872391204165,-1.4691680364137156,0
0,0,-1.2395040756535771,0.6931228047769863,1
0,1,-0.3431369275747509,-0.9655753193646899,0
1,0,0.9606698332671781,1.1618130562879607,0
0,0,0.18653456901728277,1.0404854379890203,0
1,0,0.4309983366751445,0.6748405609237209,0
0,0,-1.2802480369298874,-1.3112759304082455,0
0,0,-0.3023929662984406,1.3346633618097385,1
0,1,1.1643896396487294,0.8260845782552769,0
1,0,-0.6283446565089229,0.729687292483516,0
1,0,0.3495104141225239,0.7114050486302511,0
0,0,-1.2802480369298874,-0.4702927131580572,1
0,1,1.6125732136881425,5.9560521395953924e-05,0
0,0,-1.2802480369298874,0.8659731102987638,1
0,1,0.6347181430566958,1.4393707584238922,0
0,0,-0.8728084241667845,-1.4907743246039378,1
0,0,0.9199258719908678,0.6864747161030716,1
1,0,0.3902543753988342,-0.33400689534280925,0
0,0,0.4717422979514547,0.8510149107824564,0
0,0,-1.2802480369298874,-0.6913416615657154,0
0,0,-0.22090504374582004,1.0238652163042339,0
0,0,-0.22090504374582004,0.6648684279128493,0
0,0,-1.2395040756535771,-0.6813695285548437,0
0,0,-0.5468567339563023,-1.4924363467724167,0
0,0,0.3902543753988342,1.005582972450969,0
0,1,1.368109446030281,0.8393807556031058,0
0,0,0.02355872391204165,1.4992035564891233,0
0,0,0.06430268518835193,0.304209617352986,1
0,0,0.02355872391204165,-0.33899296184824507,0
1,0,-0.38388088885106114,-1.4874502802669807,0
1,0,-0.01718523736426863,-1.4974224132778524,0
1,0,-0.8728084241667845,-1.4874502802669807,0
0,0,1.4903413298592119,1.151840923277089,1
1,0,1.4495973685829016,-0.2957803854678007,0
0,1,-0.506112772679992,-1.499084435446331,0
0,1,1.6125732136881425,-1.495760391109374,0
1,0,1.1236456783724194,1.0172171276303197,0
0,0,-0.01718523736426863,0.9690184847444393,0
0,0,-1.2802480369298874,-1.4924363467724167,1
0,0,-1.2802480369298874,-1.5024084797832884,1
0,0,-1.1987601143772668,0.5501888982878235,1
1,0,0.5532302205040753,-1.3411923294408608,0
0,0,-0.13941712119319946,0.3374500607225587,0
0,0,0.7569500268856267,0.7496315585052594,0
0,0,0.6347181430566958,0.19451615423339633,0
0,0,-0.6690886177852331,0.28094130699428504,0
0,1,1.5310852911355222,1.1269105907499095,0
0,1,0.3087664528462136,-1.3295581742615106,0
0,0,-0.42462485012737144,0.6150077628584902,1
0,0,-1.2802480369298874,0.3490842159019089,1
0,0,-1.1172721918246462,-1.346178395946297,0
0,0,-1.0357842692720256,0.1679237995377378,0
1,0,-0.13941712119319946,1.1884054109836186,0
1,0,0.4717422979514547,-1.2996417752288951,0
0,0,-0.9135523854430948,-0.801035124685305,0
0,0,0.9199258719908678,-0.43705226978848455,0
1,0,0.797693988161937,1.3396494283151743,0
0,0,-0.9135523854430948,0.703094937787858,0
0,0,-0.5876006952326126,0.35905634891278065,0
1,0,1.4495973685829016,-0.2176653435493049,0
0,0,1.1643896396487294,-1.509056568457203,1
0,1,1.6125732136881425,0.013355737869225209,0
0,0,-1.2395040756535771,-0.3772194717232536,0
0,0,-0.8320644628904743,-0.6448050408483137,1
0,1,0.3495104141225239,-1.4974224132778524,0
0,0,-0.26164900502213034,-0.6763834620494076,0
1,0,0.1457906077409725,-1.4608579255713225,0
0,1,1.6125732136881425,1.6371513964728497,0
0,0,0.10504664646466222,0.8327326669291911,0
0,0,-1.2802480369298874,-0.3240347623319375,0
0,0,-0.6690886177852331,1.60058690876632,0
0,0,0.6754621043330061,1.2216458543531914,0
1,0,0.8791819107145575,1.6570956624945936,0
0,0,-0.5876006952326126,5.9560521395953924e-05,0
0,0,0.1457906077409725,0.5186104770867298,0
0,0,1.1236456783724194,1.3662417830108327,1
0,0,-1.2802480369298874,0.1579516665268661,1
0,1,0.797693988161937,-1.3212480634191175,0
0,0,-0.9950403079957154,0.9956108394400973,0
0,1,1.6125732136881425,1.3529456056630036,0
1,0,1.2866215234776603,-1.3328822185984677,0
0,0,-0.42462485012737144,0.16459975520078074,0
0,0,1.1236456783724194,-0.15284647897863812,0
0,0,-0.18016108246950976,0.5402167652769517,1
0,1,1.1643896396487294,-1.3428543516093396,0
0,0,-0.3431369275747509,1.3080710071140806,0
1,0,-0.18016108246950976,0.9341160192063881,0
0,1,-0.09867315991688919,0.5319066544345585,0
0,0,-1.2395040756535771,-1.4891123024354593,0
0,0,-1.2802480369298874,0.3424361272279943,0
0,0,-1.076528230548336,-1.5007464576148097,0
0,0,-0.3431369275747509,0.15462762218990903,0
0,0,-1.1580161531009565,1.2083496770053626,1
0,0,-1.0357842692720256,1.1634750784564392,1
0,1,1.6125732136881425,1.703632283211995,0
0,1,1.5310852911355222,-0.8226414128755275,0
0,1,1.2866215234776603,1.2399280982064562,0
1,0,1.6125732136881425,0.8277466004237555,0
0,1,0.4717422979514547,-1.4924363467724167,0
0,0,-0.791320501614164,-0.29411836329932195,1
1,0,-0.6283446565089229,-1.4675060142452372,0
0,0,-1.2802480369298874,-0.32569678450041606,1
0,0,-0.9542963467194051,0.17457188821165245,0
0,0,-0.3431369275747509,-0.3722334052178177,0
0,0,-1.2802480369298874,0.32913994988016554,1
0,0,-0.3431369275747509,0.5136244105812937,1
0,0,0.10504664646466222,0.37401454842908843,0
0,0,-1.0357842692720256,0.3623803932497382,0
0,0,-1.1172721918246462,1.0404854379890203,1
0,0,-0.7098325790615434,0.13966942267360125,1
0,1,-0.8728084241667845,-1.5007464576148097,0
0,0,0.6347181430566958,-0.648129085185271,1
0,0,-0.506112772679992,0.553512942624781,0
1,0,1.6125732136881425,1.4526669357717215,0
0,0,-0.9950403079957154,0.6233178737008834,1
0,1,1.6125732136881425,0.6548962949019775,0
0,0,-0.7098325790615434,1.17510923363579,0
0,1,1.6125732136881425,0.7911821127172253,0
0,0,-1.2802480369298874,0.3175057947008148,1
0,1,1.24587756220135,1.3296772953043026,0
0,0,-1.2395040756535771,-0.1927350110221254,0
0,0,-1.2395040756535771,0.3191678168692938,1
1,0,1.1643896396487294,-0.024870772005783543,0
0,0,-1.2802480369298874,-1.4758161250876303,0
1,0,-0.42462485012737144,-0.6996517724081085,1
0,0,-0.18016108246950976,-0.1295781686199374,0
0,1,1.5310852911355222,-1.495760391109374,0
0,0,-1.1172721918246462,-1.2082305559625701,1
0,0,-0.8320644628904743,1.160151034119482,1
1,0,0.06430268518835193,1.7102803718859096,0
0,1,1.5718292524118322,0.5285826100976015,0
1,0,1.5310852911355222,0.013355737869225209,0
0,0,0.797693988161937,0.6399380953856697,0
0,1,1.4903413298592119,0.4870320558856357,0
0,0,-0.506112772679992,0.974004551249875,1
0,0,-0.8728084241667845,0.4388334129997552,0
0,0,-1.2395040756535771,0.9773285955868325,1
0,0,-1.076528230548336,0.5219345214236869,1
0,0,-1.2802480369298874,-1.494098368940895,0
1,0,-0.506112772679992,0.9806526399237896,0
0,0,1.1643896396487294,1.3845240268640977,0
0,0,-1.1172721918246462,0.3175057947008148,1
0,0,0.9606698332671781,1.351283583494525,0
0,0,-0.09867315991688919,1.0039209502824906,0
0,0,0.3087664528462136,1.3296772953043026,1
1,0,-0.18016108246950976,-0.34896509485911703,0
0,0,-1.1172721918246462,0.17457188821165245,0
0,0,-0.22090504374582004,0.34576017156495187,1
0,0,-0.8320644628904743,-1.4874502802669807,0
1,0,1.4088534073065913,1.3496215613260465,0
0,0,-0.13941712119319946,-0.4387142919569631,0
0,0,0.9199258719908678,0.6881367382715502,0
0,0,-0.38388088885106114,0.35905634891278065,1
0,0,0.06430268518835193,1.1717851892988325,1
1,0,0.797693988161937,0.8792692876465931,0
0,1,1.6125732136881425,1.6936601502011233,0
1,0,1.0421577558197987,0.9939488172716188,0
0,1,0.10504664646466222,-1.5024084797832884,0
0,1,0.9606698332671781,1.1667991227933967,0
0,1,-0.3431369275747509,-1.4525478147289292,0
0,1,1.5310852911355222,-1.4874502802669807,0
0,0,-1.2395040756535771,0.503652277570422,0
1,0,1.4495973685829016,1.4077923372227985,0
0,0,-1.2802480369298874,0.6715165165867639,1
0,0,-0.8320644628904743,0.8227605339183194,0
0,0,1.24587756220135,0.5568369869617381,0
1,0,0.02355872391204165,-0.21101725487539028,0
1,0,1.4903413298592119,1.025527238472713,0
0,1,1.1236456783724194,0.525258565760644,0
0,1,1.6125732136881425,1.6055729752717556,0
0,0,-0.8728084241667845,-0.19439703319060395,0
0,0,-1.2802480369298874,-1.504070501951767,0
0,0,-0.9135523854430948,0.706418982124815,1
0,0,-0.791320501614164,-0.6398189743428778,1
1,0,0.06430268518835193,0.47041183420084937,0
0,0,0.2680224915699033,0.7147290929672082,1
1,0,1.3273654847539706,1.3379874061466956,0
1,0,0.7162060656093164,1.233280009532542,0
0,0,-0.7098325790615434,-1.4974224132778524,0
0,1,1.6125732136881425,1.5124997338369521,0
0,1,1.6125732136881425,1.6886740836956873,0
0,1,0.9199258719908678,-1.5107185906256815,0
0,1,-0.38388088885106114,-1.3029658195658524,0
0,0,-0.01718523736426863,0.5169484549182508,1
1,0,0.9606698332671781,0.13135931183120808,0
0,0,-1.2802480369298874,-1.4924363467724167,0
1,0,0.22727853029359305,0.1928541320649173,0
0,0,-0.8728084241667845,0.17955795471708852,0
0,0,-1.2802480369298874,-0.5151673117069804,0
1,0,0.9606698332671781,1.4111163815597556,0
0,0,-1.1987601143772668,-1.3694467063049978,0
0,0,-1.0357842692720256,0.1629377330323022,0
0,1,1.082901717096109,1.1535029454455674,0
